Filename;ActivityName;Location;ReferenceProduct
c336d774-cd2f-564a-9e40-becb904aa2ad_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BR-SE;land tenure, arable land, measured as carbon net primary productivity, perennial crop
cd7b03a7-06e7-5563-a443-d1e859b818d3_7d9b9b58-ad5a-464b-b283-b129ffe58011.spold;o-phenylene diamine production;GLO;o-phenylene diamine
c167a5b6-6f5f-5964-a573-fc0d231b15ea_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HA;electricity, low voltage
ce97ec38-a4d3-52e1-84d8-32103d526abe_fc22c44f-f565-487a-a6ae-09b6e18a0e1c.spold;market for trout feed, 42% protein;GLO;trout feed, 42% protein
53a97e4f-f32e-5513-aff6-58012b8c591d_cfbce515-3f54-4411-ad9d-3d26b7faa15a.spold;transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified;BR;transport, freight, lorry, unspecified
13e055b4-833f-5151-bd28-5489c1e0479c_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;PT;heat, central or small-scale, other than natural gas
5d291797-fcc0-5589-95ab-0968c6907dea_872b2b1c-c1b6-4782-b03f-0d0b0409b297.spold;plaster mixing;RoW;plaster mixing
e06668d4-7793-5666-b6af-83b3c94a4142_08182e61-7e1a-4e55-8aad-aaf8de6fa678.spold;market for cobalt sulfate;RoW;cobalt sulfate
101affe8-7e71-57e1-beef-8a9d3aea41c8_8b106b36-7a3f-464d-855f-70a1d5acfd0a.spold;market for cadmium;GLO;cadmium
5ef382bf-825c-52b6-afc0-812b35696cb4_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, light fuel oil, at boiler 10kW condensing, non-modulating;RoW;heat, central or small-scale, other than natural gas
c0562689-3e80-50f3-98da-19e8676d639d_69167890-cd92-40bc-aff9-c73039eb7da2.spold;market for ash from paper production sludge;RoW;ash from paper production sludge
d9ce4637-b4e0-5d73-a77d-802facf31a62_1570a766-fe08-427f-94cb-6947995117ec.spold;natural gas, liquefied, import from RU;KR;natural gas, liquefied
a58bf7d6-c3c4-510b-87cc-43f6624b5cea_f75d6f52-d4fa-4c96-b48e-1ec2f4115f27.spold;tetrahydrofuran production;RoW;tetrahydrofuran
9d3acc77-b282-594a-b3b8-e1681fe39485_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, onshore;DZ;petroleum
81530520-0ea6-5afc-a4f5-a702537b84f8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;FI;electricity, high voltage
1d8cb2d3-1335-505f-ae3f-2a8d7f8434c0_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;GH;electricity, high voltage
9cfc6f38-2fe6-56a8-9842-730393b5b705_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;PE;electricity, high voltage
7cf51adf-9154-5652-a82c-4d4f2b4324a1_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;PE;land tenure, arable land, measured as carbon net primary productivity, annual crop
276cf164-f939-58d6-80de-8b3b9719f76b_559d5695-102a-4beb-9f7f-3db334c9b51d.spold;transport, freight, lorry 16-32 metric ton, EURO2;ZA;transport, freight, lorry 16-32 metric ton, EURO2
e58db55b-7c28-5436-8605-c1105586641f_10fa54e6-6b88-4093-aaab-0d4b27ba5382.spold;photovoltaics, electric installation for 570kWp module, open ground;GLO;photovoltaics, electric installation for 570kWp module, open ground
2b664935-2b59-53ec-a8f8-569dedfde728_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;US-MRO;electricity, low voltage
2f3a38d6-53ef-5499-8a83-f7a153bb8dff_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT-SLF, waste plastic plaster, landfarming;RoW;organic nitrogen fertiliser, as N
206ffd42-6d8e-5d75-9702-23050133fc2a_d349d8a1-79fb-433e-8bf4-64fbda6f657a.spold;carbon monoxide production;RoW;carbon monoxide
330f0bd3-f916-5fd4-b3f2-b6eaa1737c54_0589d085-d626-4d8a-9282-6792572007d4.spold;mancozeb production;RER;mancozeb
08da5aad-d5b9-5940-9ec9-68f93e547447_2c3a5ee5-59d7-4b44-8403-9045dbf5d105.spold;lath, softwood, raw, kiln drying to u=10%;CH;sawnwood, lath, softwood, raw, dried (u=10%)
d30c9d6f-4c07-5fc4-a33c-051b3b933c84_9d7bbcc8-687c-4675-ba32-134d3fcc2bcf.spold;market for sawnwood, softwood, dried (u=10%), planed;RoW;sawnwood, softwood, dried (u=10%), planed
4bad3326-2cbe-54ae-9890-a331e22ffc3c_d91d02b8-f42f-5810-9c24-2d0c89d33f95.spold;sodium cumenesulphonate production;RER;sodium cumenesulphonate
eda2a72e-2ea0-59f1-bf48-716f3b2e71f3_fc610554-63c4-4d89-a480-e91740313aa8.spold;market for anode refinery;GLO;anode refinery
d655d2bc-08ab-5569-9ef6-7bd3c2a77a7f_a5f78b71-011e-46ec-968e-8d40aeefc276.spold;market for bottom ash, MSWI[F], hard coal ash;CH;bottom ash, MSWI[F], hard coal ash
e8c26cd1-71be-59e8-8b10-a47e82cce781_906b050f-69fc-4c54-9069-e8672a669b10.spold;market for lightweight concrete block, pumice;DE;lightweight concrete block, pumice
fd34d860-7031-5513-b519-3ecbf37cadd8_b20fc078-ade8-44b7-bb6a-eb82066d3f6d.spold;treatment of used printer, laser, manual dismantling;RoW;used printer, laser
d54c6b62-d0d3-572f-9b9c-04f4e4e0fd95_2950d93a-bd55-4449-ab91-c3ed613ea718.spold;mine infrastructure construction, open cast, peat;NORDEL;mine infrastructure, open cast, peat
2b895955-2e45-5005-82ad-789e3c755db3_ab8565b5-7fdf-4e44-ad0f-09a8c379d996.spold;treatment of residues, MSWI-WWT, WW from hard fibreboard production, residual material landfill;RER;residues, MSWI-WWT, WW from hard fibreboard production
c121cebd-eb10-57f9-8698-fd57b5e98c2a_ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38.spold;concrete production, 30MPa, for building construction, for interior use, with cement ZN/D;CH;concrete, 30MPa
bbab1162-5ad9-50fd-94a4-56fd4ce01d89_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;treatment of sulfidic tailings, from gold mine operation, tailings impoundment;PG;sulfidic tailings, from gold mine operation
6ca26cd3-0e61-5d65-9f5d-83964702235c_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38.spold;wind turbine construction, 2.3MW, precast concrete tower, onshore;CA-QC;wind turbine, 2.3MW, onshore
c81b29e1-7acc-55de-ad5f-1b4d6f04cd5e_81efea43-cfa0-43aa-bae1-698701967ffb.spold;treatment of dross from Al electrolysis, residual material landfill;RoW;dross from Al electrolysis
4f00f9f5-70b2-5598-9d86-250415a2148d_ed3b2533-9ae2-4f2d-85de-c24200ce8975.spold;compressed air production, 700 kPa gauge, >30kW, optimized generation;RoW;compressed air, 700 kPa gauge
fbb08329-8a43-5db8-a4c8-2d226d25a552_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from monoammonium phosphate;RNA;inorganic phosphorus fertiliser, as P2O5
97bc65c1-ea79-5c11-b6b4-fbbff51eba58_58b59025-6de8-4d58-95ed-ed8247a32ef3.spold;market for residues, MSWI[F]-WWT, WW from plywood production;CH;residues, MSWI[F]-WWT, WW from plywood production
482d4969-df90-5b0a-b501-0ce03f80d6ab_e603b934-62eb-4903-ae75-f123425ef5d9.spold;heating and sanitary equipment production, heat and power co-generation unit, 160kW electrical;RoW;heating and sanitary equipment, heat and power co-generation unit, 160kW electrical
ea772e1e-86c5-5182-86d2-52f0bdb38188_266ce7ab-5e3d-4c65-b2a5-48fcc0ccef64.spold;market for building, hall, wood construction;GLO;building, hall, wood construction
459a7c5f-9913-5b92-a5f9-a4ce1804c423_24f5a760-85ea-4ed7-a4f2-cff90141671b.spold;transport, freight, lorry 7.5-16 metric ton, EURO5;RoW;transport, freight, lorry 7.5-16 metric ton, EURO5
960191e5-3945-5355-acfa-a82c9a33bf27_639dba7b-1762-4e9a-a95c-f30380e65d53.spold;transport, freight, lorry 7.5-16 metric ton, EURO4;RER;transport, freight, lorry 7.5-16 metric ton, EURO4
e19ed5d2-9679-5713-a053-34bddcf35e64_e688f4ba-74a6-4129-bebb-ffb9c207f747.spold;market for residues, MSWI-WWT, WW from LCD backlight production;GLO;residues, MSWI-WWT, WW from LCD backlight production
825c1eb8-9dba-5abc-8ae4-610dcae75fb8_3249e9f4-9a74-489b-b439-9bdff5296d00.spold;ferry production;GLO;ferry
bc65e1d6-1228-531a-8367-244c161aa4cb_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated;RoW;electricity, low voltage
79e03ac1-fbc7-5965-a135-46965df18e48_cf52c0fe-72b3-4f42-a475-16a5b2a6f850.spold;combine harvesting;AU;combine harvesting
ed2088fd-f139-5af6-83ff-54f26604db56_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, lignite briquette, at stove 5-15kW;RoW;heat, central or small-scale, other than natural gas
f2e9560b-a18b-518e-aa37-fb3a563049b2_9ba48284-0f03-4fec-800d-de77833b12f6.spold;reinforcing steel production;AT;reinforcing steel
ff6460dc-a71a-5c8f-99f9-a1949c1237c8_1c5d51e7-9762-5fbb-b707-03198c65b424.spold;natural gas, burned in gas turbine;CO;natural gas, burned in gas turbine
b09034d3-d910-5149-ad03-7bb30e198d92_f31b56c1-49dc-425d-936e-6539a4e740ad.spold;market for gas motor, 206kW;GLO;gas motor, 206kW
17206bbb-f286-5a3b-9fd8-06f214745a6b_5f76b417-1046-4e6b-9c68-04206209253a.spold;market for wastewater from glass production;CH;wastewater from glass production
6dee992c-8bd6-5a5a-9dc9-a992a0e1a408_26dda6c0-2ad5-4710-92f0-81c599840472.spold;ethephon production;GLO;ethylene dichloride
2ca7fd14-7875-58bf-b610-672fe5a2ed63_5e4fc261-e4f1-4ecc-907a-a357a76df704.spold;treatment of sewage sludge, 97% water, WWT-SLF, waste bitumen, landfarming;Europe without Switzerland;sewage sludge, 97% water, WWT-SLF, waste bitumen
12f39dd2-687a-55bd-86a6-3c8abc3c9a47_2a905712-55e8-56dc-9f48-e5af3d2eaa2a.spold;treatment of bottom ash, MSWI, municipal solid waste, slag compartment;LU;bottom ash, MSWI, municipal solid waste
6c4a3616-ebe3-513e-9e7d-d5a9e6a7bd53_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-XJ;electricity, high voltage
c5ce30ca-717a-5250-b501-d2c4d1c8f604_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;LT;electricity, high voltage
06e2cdc6-9dd8-5953-9dc2-3680958f4dc8_0b4d69f9-6b39-4232-948b-62b7b4f0d3d8.spold;primary zinc production from concentrate;RoW;copper concentrate, sulfide ore
979e9c47-0f41-550c-9990-6b6b8e020559_3e859b49-2810-46cf-b7ff-f78027dc63ac.spold;polycarboxylates production, 40% active substance;RoW;polycarboxylates, 40% active substance
742c0fe1-bc71-5bc8-8625-ec4a085d44ce_5664f63a-1998-4680-bf9d-608ca7360b2a.spold;uranium mine operation, underground;RoW;uranium ore, as U
d34e76a7-f7c4-5f30-9fbe-61b1b9b746ba_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;CA-AB;electricity, high voltage
2db869bf-c14a-53b5-bf12-870e87a76248_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of used liquid crystal display module, municipal incineration FAE;CH;electricity, for reuse in municipal waste incineration only
0aafcaaf-7b58-52b2-9400-ced6d444af3a_12099fef-99b3-4bf6-96e2-8ac795021302.spold;cement tile production;CH;cement tile
fe480fc4-f8fd-5905-920a-c5c5eb1c7bee_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;UA;land tenure, arable land, measured as carbon net primary productivity, annual crop
ba281497-9d4f-537f-a57c-72ef4ed891d0_6c1f3018-9d63-4f96-be49-32b2fdba0c9f.spold;market for sewage sludge, 70% water, WWT, WW from GGBFS production;RoW;sewage sludge, 70% water, WWT, WW from GGBFS production
07f1edff-59c9-5b2a-979f-9080ee17eb48_b47b9c9a-6a79-4a66-a5ac-0ff98a618084.spold;market for metamitron;GLO;metamitron
e0f351aa-876e-5cca-80e3-6fcea830d12d_ac271101-169f-43d6-913e-624d1a1b6683.spold;market for acetylene;RER;acetylene
931604ad-8dbc-5544-9b1c-16e1b4470a03_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, kiln drying to u=20%;Europe without Switzerland;sawnwood, lath, hardwood, raw, dried (u=20%)
730e9a47-06d7-5595-ab4f-7926844a6597_e25b10b0-7ff3-4e34-991d-6ad1848bef30.spold;fosetyl-Al production;RER;sodium nitrate
1e6f8bc8-fb55-5f8f-8559-06fd245f62a0_7c4dafff-fe18-45c0-92e4-857950032abb.spold;market for inorganic potassium fertiliser, as K2O;HR;inorganic potassium fertiliser, as K2O
ebbeff7d-8748-5e2e-85b6-8609efa4f5c0_d59e8c63-4d09-4055-9b75-24ee6db4533e.spold;bus production;RER;bus
e5770af1-bceb-5868-9df8-dff22b2f9cfe_18eadf40-089b-441a-b868-5d07e9449992.spold;water works construction, capacity 1.1E10l/year, direct filtration treatment;CA-QC;water works, capacity 1.1E10l/year
7edaa218-baa8-56b5-bdc6-db3239927fae_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HL;electricity, low voltage
d2b69a72-8b95-58b8-b10a-72ff145cc4b2_2e1d1b7d-eefc-4713-b9e5-0db3ed345ecd.spold;wafer factory construction;DE;wafer factory
052b7e78-74ab-5772-bac9-e40b97727c21_01211f39-f29c-4c55-9918-1e6bc2386ae4.spold;market for impact extrusion of steel, warm, 2 strokes;GLO;impact extrusion of steel, warm, 2 strokes
f29343f0-ce99-5271-a517-650dda5b750e_f34f8cab-8343-4e5b-89df-be2deada9b1f.spold;wheat grain, feed production;RoW;wheat grain, feed
23dabcbb-8d4f-5615-a84d-dbbafc333f58_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SK;heat, district or industrial, other than natural gas
0edce7c2-d229-5280-8466-da5db50d310f_9d95f182-a0b7-4c34-a617-6d05dee99486.spold;market for lithium fluoride;GLO;lithium fluoride
6e491ab5-7f3d-54b4-a060-dcc6eb097ab2_c924ae77-ba85-4856-bc7a-2f249809872b.spold;capacitor production, for surface-mounting;GLO;capacitor, for surface-mounting
bdc1b602-6e3b-5eac-86ec-c9d6fd1847d2_6935bec1-c9e9-47c3-90f4-ee65446edc92.spold;treatment of used double glazing, U<1.1W/m2K, laminated safety glass, collection for final disposal;RoW;used double glazing, U<1.1W/m2K, laminated safety glass
906b43cf-e025-5ef0-9f1e-8966d2bd0877_092689fc-3f10-47fe-abbd-9ffaf77f3013.spold;process-specific burdens, slag landfill;RoW;process-specific burdens, slag landfill
7f685448-4270-5af8-b24d-73bbfb064299_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;VE;electricity, medium voltage
4f8f232e-bfa3-5b2d-aa0e-12f763b9c8e7_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;methylcyclopentane to generic market for solvent, organic;GLO;solvent, organic
28cc9871-65a2-514b-8b4f-45778f0f1185_1570a766-fe08-427f-94cb-6947995117ec.spold;natural gas production, liquefied;MY;natural gas, liquefied
8b48b440-cd81-5a06-81be-7d1f10094f96_a22bce13-be2f-48c4-901c-230c2b1a3ca4.spold;transmission network construction, electricity, high voltage direct current subsea cable;RER;transmission network, electricity, high voltage direct current subsea cable
546fa704-d29d-5930-924f-e9da430fa18a_b6abeedb-cebf-4b0d-943a-2980192bfc07.spold;treatment of waste polyvinylfluoride, municipal incineration;GLO;waste polyvinylfluoride
3f85c69d-6872-5c7c-83d0-aa3a17ef6bbe_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from US;RoW;natural gas, high pressure
b3422d34-7141-54dd-833e-5b36e1805543_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, hard coal;UA;electricity, high voltage
112ec2d5-9185-539d-87c9-0e3842d3a90d_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of sewage sludge, 70% water, WWT-SLF, waste paperboard, municipal incineration FAE;CH;electricity, for reuse in municipal waste incineration only
de1216f5-d430-5aae-89c7-71ee3fd9555a_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;MN;electricity, high voltage
f4f4de27-7e7a-544c-bc38-90d0fbd2aec3_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BR-GO;land use change, perennial crop
d54361fe-6372-5908-afb1-12785b090098_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;PL;heat, district or industrial, natural gas
dba58290-2674-57dc-841a-7ea327bbe2f8_ad203eea-c27a-4232-94aa-f0a5418de3a5.spold;mango production, conditioned, heat treatment;BR;mango, conditioned
e3051168-5748-5456-8266-6531d1853285_b3c58f5d-5815-487c-8b9c-4366e00d22dc.spold;heat and power co-generation, natural gas, 160kW electrical, lambda=1;RoW;heat, central or small-scale, natural gas
8cf07086-5ba6-52f2-aff6-c395bcb9904f_eefdc5da-5148-44a1-820c-b4780c5a7dd8.spold;market for door, outer, wood-glass;GLO;door, outer, wood-glass
14371466-f081-58a5-af20-e40dff940125_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, softwood chips from forest, at furnace 1000kW;CH;heat, district or industrial, other than natural gas
60c45d9d-b5e7-5366-9279-d944e01d0434_da4a421e-2d42-4537-bfcd-162fe38ec8a9.spold;silicon production, metallurgical grade;RoW;silicon, metallurgical grade
49ef66d5-02c2-527e-b856-11b5f5b65aaf_8578a99c-e6ff-412c-a829-9e53f8890e5a.spold;power sawing, without catalytic converter;RoW;power sawing, without catalytic converter
906449d9-6f4c-5d46-8469-b53e3bfba7c5_a636ed9e-f90a-48cb-a180-c75b1fc92cf1.spold;market for pig iron;RoW;pig iron
c2758d52-5df9-5d15-9183-9ea0b9d20092_76e25766-cf29-42a6-a937-ae1769466012.spold;market for antifouling paint emissions;GLO;antifouling paint emissions
544d4d65-841d-545d-8672-33b4c749f805_2540e7b1-583b-49c3-a53f-db748f92f730.spold;sulfate pulp production, from hardwood, bleached;RoW;sulfate pulp, bleached
daf2bb6d-f000-5132-bc52-3f0ec840a7f7_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration;GLO;heat, for reuse in municipal waste incineration only
c47fe2f2-33d1-5e35-b521-9feb641c0bee_b21c5bf0-60da-4095-a5b4-cc8b8a3b2668.spold;sodium sulfite production;RER;sodium sulfite
9d883062-f2d0-55f0-95d3-432abc4e545a_1d344632-354d-4d3f-9f6c-da038a3bd491.spold;magnesium, for reuse in zirconium sponge production, to generic market for magnesium;FR;magnesium
a2019562-d468-571b-863e-f87e32392529_3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8.spold;concrete production, 25MPa, for building construction, for interior use, with cement, Portland;North America without Quebec;concrete, 25MPa
99f06922-9fcf-5546-83d3-85553ead65a2_474e7001-a158-4379-8793-e02f0c14bbfe.spold;ytterbium oxide to generic market for mischmetal;GLO;mischmetal
d9efdf94-10c5-5e04-be97-87d0ff589f26_a7dee235-cd6e-415d-843e-db3eb8440071.spold;market for gravel/sand quarry infrastructure;GLO;gravel/sand quarry infrastructure
8033ec5c-ee62-597f-b223-94cc851d823a_b7e6ae77-c484-4807-ac8f-7ae89f29c02a.spold;lightweight concrete block production, expanded vermiculite;CH;lightweight concrete block, expanded vermiculite
06e2cdc6-9dd8-5953-9dc2-3680958f4dc8_237b35c6-69e1-49c4-8e99-0be6c1b1806e.spold;primary zinc production from concentrate;RoW;lead
e1f64c2a-fc79-548f-a5f2-b4f127ee4bf8_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3.spold;market for soybean;US-OH;soybean
922252b5-1b48-532b-b665-58e9bceddce8_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;BR-North-eastern grid;electricity, high voltage
645734b4-9cb6-591b-aeb3-b71fc0f9ed8e_a4a72d78-6642-4e02-bec4-8dcd7fc35d4a.spold;rare earth oxides production, from rare earth oxide concentrate, 70% REO;CN-SC;calcium chloride
62b8e578-9767-556a-8fcf-e141058070dc_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;land use change, pasture, man made;BR-RR;land use change, pasture, man made
7da52857-f73e-50e5-bf02-11467b8d0e46_f31957b8-d8b1-4a37-8044-5c15c3440857.spold;market for bamboo pole;PH;bamboo pole
468ef66b-d174-5795-a6ce-d17c87f67a99_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from ES;MA;electricity, high voltage
2c4bedfa-bfc9-54ec-a501-60c69f3d268f_2d378afc-0181-44f8-b559-c0a7aec63976.spold;market for used liquid crystal display;GLO;used liquid crystal display
2b7c2d37-06b3-5d85-a7cc-863bce80d11c_7b810d03-2e6d-418c-a978-434b087123e9.spold;barley seed production, organic, for sowing;CH;barley seed, organic, for sowing
cc7a9e69-a03e-5c67-87c4-ebb8330cb63a_a53a34cf-fe62-5bc7-a676-c27303331dc5.spold;treatment of leachate, SLF, waste polypropylene, wastewater treatment;CH;leachate, SLF, waste polypropylene
79869b2a-e988-5d43-b888-27cb47703486_e856bce7-25be-431c-83fc-32c94a1e74bd.spold;photovoltaic cell production, multi-Si wafer;RoW;photovoltaic cell, multi-Si wafer
d65c9643-50a3-5dfe-90cb-edeb16cb567f_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of metal scrap, mixed, for recycling, unsorted, sorting;RoW;iron scrap, sorted, pressed
da9ebb42-9161-52ce-b67a-ab96d8702ddc_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity, low voltage, residual mix;RO;electricity, low voltage
0add951c-3b5a-5ee8-b695-c07b6d1098b4_33187006-ca03-4db5-bc5a-75a91024c3ef.spold;ceramic tile production;CH;ceramic tile
5859fb7d-130d-513f-b9e1-d37896797a14_81f4caa3-a1f7-4c01-95ff-4c2d38357e66.spold;concrete slab production;IN;concrete slab
6a939048-e14b-50c0-8d46-0df61d2be6fe_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;treatment of sludge from pulp and paper production, sanitary landfill;Europe without Switzerland;electricity, medium voltage
17aa813e-4174-51e3-a000-52d548677ffb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor, heavy water moderated;CA-NB;electricity, high voltage
2de5770a-844d-5eb2-ba85-1f945b1fc85a_69cbcb81-5233-4753-adbe-fd3275500901.spold;market for synthetic graphite, battery grade;RoW;synthetic graphite, battery grade
f11a684a-2a10-5d78-8fde-bde83d548545_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, lignite;SK;electricity, high voltage
43a8994c-1d5a-5e3b-9187-d469b427b479_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CY;electricity, high voltage
825cd023-3e2f-5ae1-99f9-6603469a1603_2966d161-5281-47d6-86d3-efbb0a4b2110.spold;heavy fuel oil, import from RoW;CO;heavy fuel oil
645734b4-9cb6-591b-aeb3-b71fc0f9ed8e_9668470a-28c8-55ed-a2fd-8a6f1aeb3d68.spold;rare earth oxides production, from rare earth oxide concentrate, 70% REO;CN-SC;praseodymium-neodymium oxide
54192a40-4b00-5448-9097-35eccb45b3ed_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of sewage sludge, 70% water, WWT-SLF, waste polyvinylchloride, municipal incineration FAE;CH;heat, for reuse in municipal waste incineration only
2274c1c1-250a-5138-a7ad-8c326a89e6ba_b1434945-2545-49f2-a6b4-1af59c98c0e5.spold;mine infrastructure construction, underground, uranium;RNA;mine infrastructure, underground, uranium
858301f6-e5e2-572d-8721-f63604777269_86e1bf02-e86a-479b-9051-710271dbd745.spold;market for methyl ethyl ketone;RER;methyl ethyl ketone
37506d6a-b739-5344-b7c5-a840c0767814_4ded4b10-8c5a-41bf-9098-0194fc46b639.spold;market for machine operation, diesel, < 18.64 kW, low load factor;GLO;machine operation, diesel, < 18.64 kW, low load factor
e568e614-07a2-552c-bb96-b6d27c6eb97f_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-GS;electricity, low voltage
7cd58c7a-d361-5308-b455-7137bbfb5454_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;clear-cutting, primary forest to arable land, pasture, man made;BR-RR;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
123cfe38-ffbf-5717-a09c-fc154670a7bc_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;ID;electricity, medium voltage
70232c00-3945-586b-9da3-83e3e72c6d81_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;treatment of waste glass, inert material landfill;CH;waste glass
2444bcce-cb9b-536e-8462-83d8b5442e0b_f598c5db-f614-47c6-a037-2ab56003e360.spold;BTX production, from pyrolysis gas, average;RER;benzene
c8476791-59cf-58d3-835c-e7d45e63642b_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;clear-cutting, primary forest to arable land, forest, intensive;BR-BA;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
1e643c69-2b55-5f5f-943b-9cb08afafc14_b419e26a-249f-4286-a6f8-188e7dfba951.spold;market for titanium dioxide;RoW;titanium dioxide
e224a81a-6e21-5b81-849b-a4b9518d9565_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;TW;electricity, high voltage
5106a8f5-52aa-5fa7-b1bb-522caa62a0eb_56190f78-7eaa-434a-b949-fc4bcbd4b8a8.spold;market for potassium hydroxide;GLO;potassium hydroxide
9c42b4cf-2cda-5384-bbd6-2e4ed33b685d_45b74fc8-b5f3-4319-bcb1-76ba157b0ed4.spold;market for transport, tram;GLO;transport, tram
6c64d479-af95-5042-86e4-74a2c63f4b36_0e4b14c0-1ca8-4b85-81d9-0fe263803719.spold;market for low level radioactive waste;GLO;low level radioactive waste
41b73a55-407c-5e91-bb92-4d4780bb1e77_7b0f3487-1bfa-4c7b-a654-448c9acc31e1.spold;petrol production, 15% ETBE additive by volume, with ethanol from biomass;RoW;petrol, 15% ETBE additive by volume, with ethanol from biomass
25cdd7a9-f05e-55ae-b52c-f2cac94a79f5_2bf8dd55-68b5-4840-b90a-863cac91cdc4.spold;BTX production, from reformate, average;RoW;hydrocarbons, aromatic, cyclic (C9+)
4cc76de5-58f0-504e-b8ea-3a3ebaaf8e78_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, tropical region;BR-South-eastern/Mid-western grid;electricity, high voltage
84ec4992-e1a3-5790-aba4-98eec7a7ab71_7694e67a-7f11-53b2-97fa-9526154d614c.spold;calcium ammonium nitrate production;CN;calcium ammonium nitrate
